username;name;sex;mail;birthdate;country;city;street;password
ildiki20;Oláh P. Csilla;F;maria47@gmail.com;1981-10-05;Hungary;Pilismelléknádasd;Budapesti utca 176.;7UHirupOVpiC
ufaragi;Dr. Balogh Tibor István;M;tamas98@yahoo.com;2024-02-27;Hungary;Borsodberény;Ligetfalui utca 116.;tm89JxsUjbul
pszoke;K. Kozma Henrietta;F;dbalint@yahoo.com;1967-12-21;Hungary;Hídvár;Érdi utca 246.;kCihPvVb4NtL
colah;Novák Zsuzsanna Ibolya;F;kkovacs@yahoo.com;1976-02-15;Hungary;Borsodgyörgyfalva;Hajdúkereszti utca 210.;XcUnV6uvgD3p
margit34;Dr. B. Szabó Péter;M;kovacsistvan@gmail.com;1937-01-13;Hungary;Drávatótfalva;Mátramártoni utca 159.;hpOZUEbd0FPd
kissdenes;Dr. Kovács József;M;tkovacs@yahoo.com;1999-06-06;Hungary;Nyéktótfalu;Béke út 219.;r3jNPBeddu4j
vivienfulop;J. Varga Zsolt;M;olahandor@gmail.com;1983-09-27;Hungary;Váchídváros;Szabadság utca 81.;A7XNzDwx5gOo
piroskapap;Lakatosné Dr. Török Edit;F;katonaandras@hotmail.com;1962-05-20;Hungary;Györgybánya;Fürdőváradi út 45.;x4CgBPBC7u0j
zoltangal;Vincze Lajosné;F;dirakiraly@gmail.com;1959-08-07;Hungary;Pécs;Bajai utca 239.;pTS1LK240nFz
dudasgabor;Szűcs Pataki Szabolcs;M;janosballa@yahoo.com;1931-07-30;Hungary;Szeged;Nyírhídi utca 225.;6iZIrFxwSI50
ilona26;Szabó Ferencné Sándor Erzsébet;F;vargaildiki@gmail.com;1992-05-17;Hungary;Hídvára;Mindszentnádasdi utca 133.;6JqJJ7Timkpb
balogeva;Dr. Horváth K. Katalin;F;bence90@yahoo.com;1981-05-12;Hungary;Oroszmártonnádasd;Szabadság út 118.;bZVfaTU3N2Sq
matejeno;I. Horváth Balázs;M;krisztinanemeth@yahoo.com;2020-03-15;Hungary;Václigetkőrös;Németháti utca 164.;oW1Nasst88Zs
csillakiss;Balogh Tibor Gábor;M;evavarga@hotmail.com;1920-04-23;Hungary;Egyházastamásiharaszti;Nyírmártoni utca 102.;vNnWlNysq3Hu
krisztina85;Dr. Varga L. Ildikó;F;otti48@gmail.com;1994-04-04;Hungary;Miskolc;Zalaegerszegi utca 245.;DA9SyAZy1oIU
marianna51;Dr. Tóth Nagy Gábor;M;agnesgaspar@gmail.com;1972-05-08;Hungary;Ligetberény;Dunakeszii utca 19.;7etZK5hkXZay
feheradam;Oroszné Szilágyi Mónika Erzsébet;F;attilahorvath@hotmail.com;1933-08-08;Hungary;Bakonytamásihalas;Bácstamásii tér 147.;Lq3HDUOn14Mh
andras81;Dr. Németh Lajosné Horváth Noémi;F;feherzsuzsanna@yahoo.com;1930-09-05;Hungary;Somogytapolcadevecser;Belsőligeti utca 210.;od6T9B15H1pD
olaheniko;Szabóné Tamás Katalin;F;csaba57@yahoo.com;1999-10-22;Hungary;Pécs;Kunkereszti utca 77.;10R9Y0nF600m
gergolakatos;Dr. Horváth Norbert Lajos;M;molnarmaria@yahoo.com;1933-03-19;Hungary;Nyékkeresztfa;Szabadság utca 18.;IO8WEPPn8x5k
kissmelinda;Horváth Tímea Erzsébet;F;krisztian21@yahoo.com;1921-10-13;Hungary;Hódmezővásárhely;Mártonfai utca 201.;bI2wbrNvf4X7
mihalykis;Dr. Nagy Bálint;M;ftith@yahoo.com;1934-04-27;Hungary;Mindszentnádasd;Petőfi utca 175.;kPGnMsze4134
katonagabor;Szabó László Lajos;M;agnes15@gmail.com;2021-04-20;Hungary;Tapolcaváros;Tamásinádasdi tér 13.;dJ4B7aGkz6VH
jakabakos;C. Simon László;M;marton70@hotmail.com;1984-04-15;Hungary;Budapest;Szolnoki utca 19.;iCNCdQjqenf0
eorsis;Jakab I. Botond;M;laszli07@yahoo.com;1936-08-25;Hungary;Magyarhídberény;Pusztahídi utca 4.;dgVrHBEm24Fx
csabavaradi;Dr. Tóth Zsolt László;M;brigitta34@hotmail.com;1999-06-09;Hungary;Orosztapolcakőrös;Mellékdevecseri utca 41.;0NDVpPyeIyzm
alexandra81;Varga Jánosné;F;nhorvath@hotmail.com;1992-11-26;Hungary;Bakonyhátvár;Magyarmindszenti utca 16.;Ry47FiN22CLl
ksipos;Varga Sándor Tibor;M;juhaszzsuzsanna@gmail.com;2014-08-19;Hungary;Mártonhalas;Magyargyörgyi utca 21.;DABevVohYG0n
adriankelemen;Dr. Tóth Miklósné;F;laszliemese@gmail.com;2002-10-20;Hungary;Fürdőbánya;Béke utca 116.;Z6EKUkprZ7vY
eszter23;Gálné Prof. Dr. Varga Erzsébet Mária;F;saratorok@gmail.com;1994-05-02;Hungary;Hídharaszti;Mindszentharasztii utca 232.;Y0gpOEn50VHO
zoltanfulop;Simon A. Noémi;F;kkis@gmail.com;1964-05-24;Hungary;Kaposvár;József attila utca 180.;3OTL7Ho8A37w
jeno04;Dr. B. Horváth László;M;szabibalazs@yahoo.com;1974-06-27;Hungary;Balatonkeresztfa;Németligeti utca 7.;21769QRzVrfg
leventedeak;Nagy Péter;M;annamariapap@yahoo.com;1941-07-27;Hungary;Pusztamártonfa;Kossuth út 41.;OeT96s1pzV3E
tamas48;Dr. F. Jakab Imre;M;halaszjudit@yahoo.com;2017-12-07;Hungary;Kövesd;Pilisi utca 226.;f0ZiuwiJnAf0
budailajos;Nagy László Ferenc;M;zsanett55@gmail.com;1951-07-07;Hungary;Drávaszékváros;Apátii utca 130.;z7JebLiHOxOC
jakabattila;Szabó T. Tamás;M;xnagy@gmail.com;1911-07-13;Hungary;Tamásidevecser;Debreceni utca 126.;MB4S37EtoXt1
bodnarnira;Dr. Z. Nagy István;M;annakiss@yahoo.com;1939-05-04;Hungary;Szolnok;Budapesti utca 11.;3BV9bOlIyZOH
adriantith;Dr. Szabó Tóth Ildikó;F;qsimon@hotmail.com;1974-06-29;Hungary;Törökhetvenváros;Béke utca 83.;2PMtp78c2igO
arpadszabi;Dr. Szűcs Tamás;M;wnemeth@hotmail.com;1973-02-09;Hungary;Pilistapolcavár;Érdi út 170.;WvSIsrrbp8q1
jinassandor;Juhász Attila Attila;M;halaszannamaria@hotmail.com;1960-02-19;Hungary;Belsőhetvenhida;Ady endre utca 178.;GBxsJWAN1KiD
deakmaria;Dr. Horváth Lajosné;F;nemethpiroska@hotmail.com;2001-02-20;Hungary;Baja;Salgótarjáni utca 185.;46VOO6TskEVR
laszli45;Nagy Szabó Attila;M;skiss@gmail.com;1977-01-04;Hungary;Felsőhida;Némettóti utca 39.;0mjrxS0Un6Lw
nemethtimea;Juhász Péter József;M;mariabiri@hotmail.com;2009-12-25;Hungary;Mellékapáti;Mezőtóti utca 177.;T6ipOgtYE4Zp
hegedusmarianna;Molnár Béla;M;dudasmilan@yahoo.com;1955-01-05;Hungary;Mindszenthalas;Szenthetveni utca 164.;tZyW7MYjIt2V
krisztina81;Németh J. Pál;M;borbala80@yahoo.com;1939-03-11;Hungary;Székesfehérvár;Dunamelléki utca 112.;0xinp4IqmLVm
dominik55;Vargané Dr. Dudás Anikó;F;qszucs@yahoo.com;2001-08-14;Hungary;Keresztháza;Ady endre utca 201.;6l5CGtliVTVo
anna40;Varga R. Dorottya;F;vargagyorgyi@yahoo.com;2006-10-21;Hungary;Hátharaszti;Arany jános utca 217.;ODxVXceptW0D
martonbence;Deák Varga Zsuzsanna;F;xkiss@gmail.com;1923-08-24;Hungary;Eger;Mártonnémetii utca 184.;36NYiUd1lIkG
janos13;M. Nagy Dániel;M;bettina44@yahoo.com;1982-11-09;Hungary;Dunakeszi;Rácmártoni utca 32.;kpYNceBh9CBO
zsolt51;Nagy Györgyné Varga Luca;F;sandorszabi@yahoo.com;1932-06-02;Hungary;Győr;Soproni utca 61.;c6LtPJnRI5VF
pappzsuzsanna;Kovács Gergőné;F;laszliszekeres@hotmail.com;2011-02-08;Hungary;Mezőgyörgyapáti;Szigetszentmiklósi utca 171.;1cfW0VD0QdAW
gyulafekete;Dr. Molnárné Kovács Lilla;F;pappmargit@hotmail.com;2021-02-25;Hungary;Bánya;Székesfehérvári utca 236.;3gQ2H3OoMQ4H
gaborhajdu;Varga R. György;M;ildiki51@gmail.com;1983-05-09;Hungary;Cegléd;Petőfi utca 174.;8Xw0gOvb09mH
maria53;Dr. Lakatos Ferenc;M;nagyterezia@yahoo.com;1976-11-11;Hungary;Budahídváros;Petőfi tér 21.;PS4OeWvq1krV
tithgizella;Dr. É. Nagy Erzsébet;F;eszter34@yahoo.com;1974-08-20;Hungary;Hátváros;Kossuth utca 171.;YrqLZlB1zbT1
adamlaszli;Prof. Dr. B. Orsós László;M;illesboglarka@gmail.com;1949-08-04;Hungary;Szeged;Városi utca 79.;h5LZarqrTgZV
levente29;Németh A. Zsanett;F;zvincze@gmail.com;1982-11-13;Hungary;Eger;Váci utca 206.;LJWB6R8cx90R
szilveszter64;Dr. Nagyné Balogh Anita;F;tereziapapp@yahoo.com;1926-08-21;Hungary;Keresztvárad;Szerbszéki utca 137.;TK6OdtAL39qL
fannigaspar;Balogh István;M;erzsebetszabi@gmail.com;1947-07-27;Hungary;Sopron;Kossuth út 199.;sQZ69s3E5B9U
boglarkabalint;Oláh M. Mária;F;ysandor@gmail.com;1943-07-25;Hungary;Mosontóthalas;Szombathelyi utca 135.;9FVcYLk1nasC
viktirianemeth;Horváth Pálné;F;baloghtamas@hotmail.com;1979-11-25;Hungary;Fa;Győri utca 74.;8eZq4eepedLb
mariannvarga;Dr. Kis Zsuzsanna;F;soisildiki@yahoo.com;1986-04-13;Hungary;Zalaegerszeg;Magyartapolcai tér 197.;GoMFjmNsm3BQ
laura47;Dr. Kovács Balázs Katalin;F;lengyelzoltan@hotmail.com;2004-01-08;Hungary;Debrecen;Szerbkereszti utca 30.;DrdWTHgqk9ad
imre58;Kovács József;M;bkovacs@hotmail.com;1958-05-30;Hungary;Nagykanizsa;Törökligeti út 87.;gX6H1E3g5xaT
vargaattila;Dr. Papp Sándor István;M;richard03@hotmail.com;1969-06-24;Hungary;Mellékvárad;Győri utca 8.;CzNPUhgl4DKK
gulyasistvan;Sándor Mária;F;zoltanbudai@hotmail.com;1930-05-13;Hungary;Vég;Németmelléki utca 146.;dmmrZkO38SFa
veresjizsef;Nagyné Kelemen Szilvia Erzsébet;F;szabijanos@yahoo.com;1990-01-27;Hungary;Tótnémeti;József attila utca 231.;0XoIHBD9gwIz
nemesluca;Tóth Orbán Luca;F;gszilagyi@gmail.com;1970-11-25;Hungary;Újszékbánya;Kossuth utca 70.;3S4dIycIvYsT
gyulamajor;Virág Pálné Jónás Bernadett;F;ilona30@hotmail.com;1993-11-08;Hungary;Törökmellékapáti;Mezőtóti utca 222.;RVMydDtS8372
margitpinter;Török Horváth Barnabás;M;jizsefszabi@yahoo.com;1918-12-01;Hungary;Bánya;Tótnémetii utca 81.;4mPkVXCfzGwd
otti23;Dr. P. Balogh Ibolya;F;nfarkas@hotmail.com;1930-02-22;Hungary;Érd;Törökhídi utca 80.;Abz6ZifVBDuD
erikanemeth;Á. Balog Balázs;M;istvanmolnar@yahoo.com;1959-09-22;Hungary;Balatonmellékkőrös;Hídhidai utca 101.;y6AVSbED5GZX
jinasadrian;Dr. Tamásné Kiss Mária Katalin;F;zsoltpapp@gmail.com;2009-03-11;Hungary;Bácsmindszentkőrös;Bakonygyörgyi tér 194.;2VhaqLK8KB49
greta99;Szőke Lajos Jenő;M;jizsef60@yahoo.com;2024-03-02;Hungary;Tótvára;Tiszamelléki utca 153.;1UXet8Svmjm4
lakatoseniko;Kiss Vass Tamás;M;ferencpal@yahoo.com;2006-10-09;Hungary;Hátnémeti;Petőfi sándor utca 102.;xMbPwyzZ9eyE
mezeipeter;Dr. A. Kovács Rita;F;ilonakiraly@gmail.com;1981-09-24;Hungary;Székvár;Bakonytóti utca 115.;yJUqpIic88m1
laura34;Farkas Tamásné;F;kkovacs@gmail.com;1916-03-10;Hungary;Ráchídhida;Kossuth tér 48.;0HcLZAFnuX2N
nagyjulianna;Farkas Horváth Gábor;M;szabisandor@gmail.com;1926-02-26;Hungary;Zalaegerszeg;Béke utca 212.;Ugb218hF0SbW
szilvia99;Kerekes Ilona Bernadett;F;reka75@gmail.com;1958-04-13;Hungary;Zalaegerszeg;Drávamindszenti utca 204.;1RXjYyMO1l9g
uhegedus;M. Fodor Tamás;M;kisslajos@hotmail.com;1918-07-07;Hungary;Debrecen;Kossuth utca 176.;W9Rw0gTAN7cT
kistamas;Sándor Németh Jenő;M;ksimon@yahoo.com;1922-07-21;Hungary;Sopron;Kaposvári utca 47.;9yeKKmlMYETw
edina28;Varga G. Zsolt;M;wtith@yahoo.com;1966-11-07;Hungary;Tapolcafa;Devecseri utca 86.;VQycmf801B7J
matyas97;Nagy T. Balázs;M;balazslukacs@hotmail.com;1950-08-03;Hungary;Ligetvég;Budatapolcai utca 168.;3ASOArztI6Bs
melinda27;Dr. E. Papp Katalin;F;peterbalazs@yahoo.com;1981-06-24;Hungary;Fürdőfalva;Városi utca 247.;DrcJqolj8GWR
kocsisibolya;Kovácsné Mészáros Beáta Erzsébet;F;balint25@yahoo.com;2009-01-05;Hungary;Mártonberény;Békéscsabai utca 194.;3mZKLDHT5UvM
budaigyula;L. Boros Zsolt;M;horvathbeata@gmail.com;1959-01-14;Hungary;Tótvég;Székházai út 145.;TfFGzsqI4tFG
upal;I. Varga Mária;F;svass@gmail.com;1971-11-21;Hungary;Somogyhátapáti;Mártonbányai utca 6.;KZ40IbUC2iDv
ferenc72;Dr. Mészáros Endrené;F;paltith@hotmail.com;2010-07-15;Hungary;Mindszentvég;Fürdőkőrösi utca 248.;jf4MgBiS4v1w
janosvarga;G. Mezei István;M;gabriellatith@gmail.com;1966-04-28;Hungary;Békéscsaba;Tóthalasi tér 184.;7QLjEuqkrn86
lilikovacs;Szűcs Mihály János;M;pintermaria@yahoo.com;1971-04-04;Hungary;Ligetkőrös;Dózsa györgy utca 219.;Xe5vHyXaRcwE
margitbogdan;Fazekas D. Zalán;M;janosbalogh@yahoo.com;1979-02-09;Hungary;Borsodhátkövesd;Petőfi utca 238.;nD4QRGhNJ1fD
ferencszucs;Máté Irén Márta;F;lbalog@hotmail.com;1926-02-25;Hungary;Mellékdevecser;Szenti utca 161.;H9D7t3jwFrkE
daniel78;Dr. Borbély Nagy Anna;F;torokkatalin@hotmail.com;1920-06-24;Hungary;Székvára;Kismártoni utca 243.;6O1hq9SE0StU
ttamas;Dr. Szabó Ilona;F;peter63@yahoo.com;1977-09-06;Hungary;Baja;Ligetkőrösi utca 194.;Uc4mY53r0O94
halaszerika;Dr. Takács M. Hajnalka;F;csilla19@gmail.com;1986-05-06;Hungary;Szigetszentmiklós;Ady endre utca 248.;2xY3HzSmbnkR
zoltantorok;Dr. A. Kiss József;M;jizsef97@yahoo.com;1926-08-06;Hungary;Zalaegerszeg;Mellékfai utca 11.;9JoPecAnSpWe
katalinjinas;Szabó Sándor;M;nikoletttamas@yahoo.com;1931-11-10;Hungary;Balatonmindszentbánya;József attila utca 78.;a2okW2d3sULf
ibolya10;Tóth T. László;M;benjaminnemeth@hotmail.com;1919-09-20;Hungary;Fürdővég;Mártonházai utca 126.;mOGF7Kgz1gLY
ufodor;Dr. Vass Sipos Máté;M;onemeth@yahoo.com;1968-05-11;Hungary;Kunfürdőnádasd;Dunakeszii út 91.;8MXKrp2f7YFH
magdolna64;Szűcs Róbertné Tóth Anna;F;rebeka98@hotmail.com;1982-10-25;Hungary;Pilisgyörgyvár;Györgykőrösi utca 245.;9nPfIqVR0RhH
szilvia05;Prof. Dr. Budai Szabolcsné;F;kalman20@yahoo.com;1936-03-01;Hungary;Mindszentvár;Mártonbányai utca 134.;sZP4R6Yl4GK3
szucstunde;Horváth G. Ibolya;F;belamolnar@yahoo.com;2011-05-11;Hungary;Baja;Váci utca 160.;m63RnZXlSRSh
sandorantal;Takács G. Péter;M;cszabi@hotmail.com;1959-04-30;Hungary;Szenthídkőrös;Ózdi utca 159.;Iv0tUX9liWXE
kinga11;Kis Zsoltné Simon Dóra;F;gergohorvath@gmail.com;2016-12-12;Hungary;Tapolcakövesd;Béke utca 182.;Xe3EjFPt4sPw
ylukacs;I. Tóth Katalin;F;juliannanemeth@gmail.com;1918-06-28;Hungary;Cegléd;Bajai út 97.;KGnSKZmGay33
lajostorok;Tóthné Dr. Takács Ágnes;F;pszabi@hotmail.com;1993-03-20;Hungary;Györgykőrös;Tapolcavári út 73.;i7KOwTk08XB7
sandor83;Dr. Varga Mária;F;kisjanos@yahoo.com;1950-11-17;Hungary;Borsodtótfalva;Soproni tér 209.;ESGc0GNpcf9l
gyorgy28;Szabó Tamás;M;arpad96@yahoo.com;1964-06-01;Hungary;Budapest;Petőfi utca 42.;JWEEtcUC55nS
karolynemeth;S. Nagy Katalin;F;kisszsuzsanna@hotmail.com;1928-10-02;Hungary;Nagytótfalu;Szolnoki utca 110.;jwL5Ykjx99fu
bartakrisztina;P. Faragó József;M;vivienballa@yahoo.com;1929-05-08;Hungary;Hídhalas;Dózsa györgy utca 209.;5WKq5w44KAZv
attila12;Tóth Dóra Mária;F;ycsonka@hotmail.com;1955-01-23;Hungary;Balatonfa;Szombathelyi út 94.;H3B7izNVStpt
bencebalogh;Prof. Dr. Varga Géza Gábor;M;papbalint@gmail.com;1990-01-14;Hungary;Cegléd;Váci utca 122.;KB1iOeIomB4l
xszekeres;J. Kovács Anna;F;mate02@yahoo.com;1916-05-08;Hungary;Vár;Bajai utca 233.;0uHdZQWC9Nmn
lukacsjulianna;Szabó Lajos;M;kovacspiroska@gmail.com;2020-11-18;Hungary;Keresztharaszti;Alsótóti utca 223.;bOkele2j0O8W
bence83;Dr. Tóth Imrené Orosz Judit;F;tamas10@gmail.com;1978-03-16;Hungary;Váchídfalva;József attila utca 103.;1eqyHl8aIuD4
sandorcsonka;Dr. Farkasné Horváth Klára Zsuzsanna;F;fabianilona@yahoo.com;1913-01-19;Hungary;Pécs;Dunakeszii utca 92.;U0EixT5tNuSu
takacssandor;Dr. B. Faragó Zsombor;M;itith@gmail.com;2023-07-29;Hungary;Mellékfalu;Tapolcaváradi utca 5.;nyr77CAk8WDE
szekelydira;Balogh Gábor;M;irenszabi@gmail.com;1912-10-02;Hungary;Fürdőhalas;Keresztberényi utca 43.;5s3fnxbQ1Twr
tiborolah;Dr. Takács Zoltán;M;ilona72@hotmail.com;1974-06-22;Hungary;Tóthida;Kossuth utca 66.;VidX3HX5b5Om
andras55;Dr. Kiss István;M;okelemen@gmail.com;2004-05-12;Hungary;Székapáti;Debreceni utca 108.;57KIhFvTLRWW
farkaspeter;Dr. Nagy Pataki Katalin;F;hajnalka57@hotmail.com;1968-11-03;Hungary;Kisfürdővár;Ady endre utca 113.;8ChtbRoanxVC
erzsebetbarna;Farkas Péter;M;horvathpiroska@gmail.com;1936-02-02;Hungary;Kaposvár;Mindszentházai utca 130.;0jK88Yg0TdJ6
vargasandor;Pásztor Rita;F;kisjazmin@gmail.com;1967-01-05;Hungary;Vác;Székkőrösi utca 7.;5M2C9bnTukMZ
benjaminborbely;A. Németh Nikoletta;F;vbalazs@hotmail.com;1925-05-25;Hungary;Mindszentfalu;Pusztahídi utca 178.;8Vc4vzK01ZXJ
rfaragi;Gulyás Horváth Barnabás;M;agnes03@hotmail.com;1974-01-27;Hungary;Fürdőváros;Arany jános utca 74.;vN1KzsQfS3VB
jizsef28;Király J. András;M;molnaremma@gmail.com;1946-09-30;Hungary;Hátfalu;Dunaújvárosi utca 137.;6qHJCIocSARi
annajuhasz;S. Kovács Péter;M;gaborkovacs@gmail.com;1973-01-05;Hungary;Sopron;Fürdőváradi utca 101.;6D25D4v94Uk0
henriettaorsis;Molnár L. László;M;ufazekas@hotmail.com;1946-09-28;Hungary;Mindszentdevecser;Mindszentvári utca 142.;ce0QlGEe0PlD
viragerika;Gál Fábián Zsolt;M;barna49@gmail.com;1959-09-26;Hungary;Hídbánya;Szabadság utca 168.;y3mImOEo83k4
janoskis;Bogdánné Kiss Edit Anna;F;baloghkalman@yahoo.com;1999-10-10;Hungary;Mellékkövesd;Székházai utca 58.;yH5CvZCd5k2M
omajor;Dr. Máté L. Martin;M;evajakab@hotmail.com;1952-02-27;Hungary;Tamásiberény;Tamásihalasi út 176.;Hj3tzaVg4NnQ
faragigabor;Orosz Zoltán;M;jolan51@hotmail.com;1913-01-01;Hungary;Tiszamindszentharaszti;Mártonkőrösi utca 79.;NUOAdBgjg8t9
bence90;Dr. S. Tóth Gergely;M;gyorgy94@yahoo.com;1924-12-23;Hungary;Nagymellékháza;Ady endre út 150.;SqDl9eAqq5Pt
geza24;Dr. Németh György János;M;lnemeth@yahoo.com;2010-03-30;Hungary;Szombathely;Ady endre tér 227.;cdQbOY0SA7T8
szabiveronika;Dr. Molnár Erika;F;kissagnes@hotmail.com;1939-04-18;Hungary;Dunakeszi;Mindszentfalui utca 247.;MnslW85Pc9Pp
bettinavarga;Dr. Nagy Ábelné;F;andrasgulyas@hotmail.com;1993-09-08;Hungary;Kaposvár;Kaposvári utca 30.;p5I1rL4bQNKE
reka75;Dr. Szabó P. Ilona;F;horvathmaria@gmail.com;1984-11-30;Hungary;Székhalas;Mindszentapátii utca 166.;c58PI1ftbFPg
mariafulop;Szilágyiné Fehér Katalin Ilona;F;jizseftith@hotmail.com;1957-01-21;Hungary;Alsóhetvenvárad;Ady endre utca 95.;dZEOVBwn15ws
abeltorok;P. Székely Károly;M;ukatona@yahoo.com;1927-05-06;Hungary;Pilisligetbánya;Békéshetveni utca 116.;44SVuRw0XJiA
zsifia48;Kiss Dudás Sándor;M;eszterszilagyi@gmail.com;1951-11-26;Hungary;Szombathely;Dunatapolcai út 203.;7DrtQPqCqEK3
attilafodor;I. Simon László;M;laszli05@gmail.com;2003-06-16;Hungary;Hetvenvára;Mezőkereszti utca 149.;FdvvWQjh9hqh
hbalogh;Molnárné Dr. Lakatos Margit Irén;F;melindafarkas@gmail.com;1982-11-08;Hungary;Györgyvára;Petőfi sándor tér 133.;05oLnXHvI9Ne
vivien68;Dr. Szabó Ákosné;F;obogdan@yahoo.com;2004-04-27;Hungary;Fürdővég;Tóthidai utca 78.;ll9t0wt53XId
vinczeeva;Dr. Majorné Borbély Nikolett;F;bartaerik@yahoo.com;1950-06-29;Hungary;Szeged;Petőfi utca 243.;JJ6o5GpIB1cE
simonmaria;Rácz Z. János;M;viktorbalogh@yahoo.com;1985-02-13;Hungary;Budapest;Fürdőberényi utca 199.;j9uSz1nlwp71
zoltanpeter;Gálné Lukács Anita;F;norbert84@yahoo.com;1996-04-24;Hungary;Szolnok;Ady endre utca 191.;CAJg0SG3d9Yb
horvathvivien;G. Kiss Lajos;M;gizella28@yahoo.com;1987-05-23;Hungary;Fürdővár;Borsodhídi utca 22.;KN62K6gx3ki5
paledina;Dr. Kiss Istvánné;F;mbalog@yahoo.com;2002-12-05;Hungary;Bácshátfalva;Mezőháti utca 220.;6X6zmITb2dlK
bpap;M. Szabó Kristóf;M;hkiss@yahoo.com;2019-06-30;Hungary;Mindszentnádasd;Keresztdevecseri utca 121.;M9VR9zGlnI3V
tiborkiraly;Á. Balog János;M;zsuzsanna90@hotmail.com;2024-06-05;Hungary;Szenttamásibánya;Hídharasztii utca 145.;9N3ipsZK0dow
andrasolah;Balázs Bálint;M;birigizella@gmail.com;1942-05-30;Hungary;Békéscsaba;Egeri utca 213.;98fPXZZ7Eo4s
sandorkelemen;I. Takács Károly;M;krisztian32@yahoo.com;1981-10-30;Hungary;Fürdővárad;Kisgyörgyi út 208.;7WcCitz63ETE
jgaspar;Dr. Nagy Jánosné;F;mnagy@hotmail.com;1912-11-05;Hungary;Belsőligetkövesd;Tapolcahalasi tér 152.;GChZkmxu0NEN
erzsebet66;Soós Margit;F;palkatalin@yahoo.com;1952-04-14;Hungary;Vár;Nyíregyházai utca 100.;M9GsHIlEInVC
hegedushunor;Boros Ildikó;F;tithjudit@yahoo.com;1960-03-26;Hungary;Debrecen;Tótkőrösi utca 180.;Mf3XGmX0ulBh
abalazs;Fekete Horváth Erzsébet;F;magdolna23@gmail.com;2013-04-15;Hungary;Györgydevecser;József attila utca 75.;15AjvA8aazar
nbalint;Dr. Balogh Zoltánné;F;kissklara@yahoo.com;2013-10-30;Hungary;Budapest;Salgótarjáni utca 245.;7NmVZxqodwSA
sandor59;Kis A. Andrea;F;tithgyula@yahoo.com;1922-07-26;Hungary;Pécs;Béke utca 147.;801gqzbKFnHM
istvan60;Takács M. Zsanett;F;vargabela@gmail.com;1911-10-27;Hungary;Ligetháza;Bakonymelléki út 36.;b6BIDikdzZ9c
ilona35;Tóth I. András;M;paljanos@gmail.com;1956-11-23;Hungary;Sopron;Széknádasdi utca 154.;u7rVp3iy2cNl
wszalai;Varga Á. Tibor;M;antalkatalin@gmail.com;1993-09-11;Hungary;Tapolcakövesd;Szegedi utca 174.;32MNoKofTlAy
zsifia02;Szűcs Imrené;F;ghajdu@hotmail.com;1915-01-15;Hungary;Melléknádasd;Salgótarjáni utca 8.;Z7jWWVqZL5nd
irenfarkas;Dr. Lászlóné Barta Magdolna Judit;F;ebodnar@hotmail.com;2004-04-27;Hungary;Borsodtamásihida;Bajai utca 93.;Q7BzM9lhypPa
vargabertalan;Dr. Rácz Mátyás;M;xhorvath@hotmail.com;1950-04-09;Hungary;Szigetszentmiklós;Ady endre utca 46.;6n9VBtYh1hoD
erno01;Kovács Krisztián Erik;M;ymeszaros@gmail.com;1928-11-06;Hungary;Bácsmindszentfalu;Ligetvárosi út 6.;4kztoYdx4Gvn
andrea28;Dr. Orsós Boros József;M;tiborpap@gmail.com;1931-01-07;Hungary;Újmindszentfalva;Ady endre utca 211.;6mBVsKWkeSH8
mariannahorvath;Kovács Csaba;M;szilvianemeth@yahoo.com;1914-06-28;Hungary;Sopron;Salgótarjáni út 224.;pzlES3wYdu4p
kittifarkas;Török R. Anna;F;ubodnar@yahoo.com;1954-11-28;Hungary;Váchídvárad;Tapolcaváradi utca 57.;WWTAtt5E0dnm
torokistvan;Dr. Balázs B. Mária;F;zsuzsannapal@gmail.com;1961-08-15;Hungary;Vác;Petőfi utca 92.;PoEis8hi82ji
avaradi;Tóth Éva Piroska;F;maria55@yahoo.com;1984-05-16;Hungary;Györgyvára;Ligetvárosi utca 103.;FcRegsJG0G5k
irenkiss;Kovács Katalin Bernadett;F;evabalogh@gmail.com;2018-06-24;Hungary;Tapolcakőrös;Tapolcahalasi tér 114.;xwnijCUs0pE2
eszter97;Dr. Szőke Csaba;M;lajos72@yahoo.com;1970-12-26;Hungary;Szerbkeresztbánya;Budatóti utca 182.;KePnEwLQ2XRa
pappmate;Dr. Sárközi Tiborné;F;horvathmagdolna@yahoo.com;1930-11-29;Hungary;Budapest;Egyházasi utca 173.;F1n6TNeh4EUO
szabigergo;Dr. Szőke Barnabásné Hajdu Edit;F;bnagy@hotmail.com;2023-07-31;Hungary;Hátapáti;Tapolcaberényi utca 157.;PzGh7T7o9MNf
anna58;Dr. Baloghné Pataki Edina;F;ivarga@yahoo.com;1962-08-21;Hungary;Miskolc;Szolnoki utca 30.;bTxOqfxZ9Fb6
deakmelinda;Prof. Dr. Biró Tiborné;F;maria43@gmail.com;1975-05-31;Hungary;Tamásiváros;Székbányai utca 69.;K0XDxYvQbZsd
klara93;Tóth Bélané Nagy Brigitta;F;laszlikis@yahoo.com;1984-06-24;Hungary;Borsodtapolcahida;Ligetbányai utca 216.;k1xWNMcecf82
qfaragi;Dr. Fodor Mészáros Marcell;M;fuloporsolya@gmail.com;1982-08-21;Hungary;Újtamásifalu;Dózsa györgy utca 183.;JiIxRqBHJ5Sl
